servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-002674;EQP-0087;CLI-038;Cliente 038;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/6/2025 21:00;1/7/2025 21:00;1,32;J. Pérez;Reparado;sin_repuestos;36960;0;36960;Oficina 1 - Tolhuin;Tolhuin;Tecnico 1;1h 19min;lunes, 30 de junio de 2025;martes, 1 de julio de 2025;2025
SV-002817;EQP-0098;CLI-039;Cliente 039;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/1/2023 21:00;7/1/2023 21:00;1,59;L. Gómez;Reparado;sin_repuestos;44520;0;44520;Sucursal 3 - Ushuaia;Ushuaia;Tecnico 2;1h 35min;viernes, 6 de enero de 2023;sábado, 7 de enero de 2023;2023
SV-002819;EQP-0098;CLI-039;Cliente 039;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/12/2023 21:00;26/12/2023 21:00;1,41;R. Soto;Reparado;sin_repuestos;39480;0;39480;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 4;1h 25min;lunes, 25 de diciembre de 2023;martes, 26 de diciembre de 2023;2023
SV-002822;EQP-0098;CLI-039;Cliente 039;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;28/3/2025 21:00;29/3/2025 21:00;1,41;J. Pérez;Reparado;sin_repuestos;39480;0;39480;Sucursal 3 - Ushuaia;Ushuaia;Tecnico 1;1h 25min;viernes, 28 de marzo de 2025;sábado, 29 de marzo de 2025;2025
SV-002879;EQP-0081;CLI-040;Cliente 040;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3/7/2022 21:00;4/7/2022 21:00;1,47;A. Torres;Reparado;sin_repuestos;41160;0;41160;Obra 5 - Ushuaia;Ushuaia;Tecnico 6;1h 28min;domingo, 3 de julio de 2022;lunes, 4 de julio de 2022;2022
SV-002881;EQP-0081;CLI-040;Cliente 040;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/12/2022 21:00;26/12/2022 21:00;1,87;A. Torres;Reparado;sin_repuestos;52360;0;52360;Obra 5 - Rio Grande;Rio Grande;Tecnico 6;1h 52min;domingo, 25 de diciembre de 2022;lunes, 26 de diciembre de 2022;2022
SV-002884;EQP-0081;CLI-040;Cliente 040;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/9/2023 21:00;26/9/2023 21:00;1,63;S. López;Reparado;sin_repuestos;45640;0;45640;Obra 5 - Rio Grande;Rio Grande;Tecnico 5;1h 38min;lunes, 25 de septiembre de 2023;martes, 26 de septiembre de 2023;2023
SV-002885;EQP-0081;CLI-040;Cliente 040;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/3/2024 21:00;26/3/2024 21:00;1,75;R. Soto;Reparado;sin_repuestos;49000;0;49000;Obra 5 - Tolhuin;Tolhuin;Tecnico 4;1h 45min;lunes, 25 de marzo de 2024;martes, 26 de marzo de 2024;2024
SV-002968;EQP-0014;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;31/12/2022 21:00;1/1/2023 21:00;1,35;M. Gómez;Reparado;sin_repuestos;37800;0;37800;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 7;1h 21min;sábado, 31 de diciembre de 2022;domingo, 1 de enero de 2023;2022
SV-002970;EQP-0014;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;27/9/2023 21:00;28/9/2023 21:00;1,43;J. Pérez;Reparado;sin_repuestos;40040;0;40040;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 1;1h 26min;miércoles, 27 de septiembre de 2023;jueves, 28 de septiembre de 2023;2023
SV-003082;EQP-0034;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;27/3/2023 21:00;28/3/2023 21:00;1,5;R. Soto;Reparado;sin_repuestos;50120;0;50120;Obra 1 - Rio Grande;Rio Grande;Tecnico 4;1h 30min;lunes, 27 de marzo de 2023;martes, 28 de marzo de 2023;2023
SV-003089;EQP-0034;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;29/9/2025 21:00;30/9/2025 21:00;1,83;S. López;Reparado;sin_repuestos;51240;0;51240;Obra 1 - Rio Grande;Rio Grande;Tecnico 5;1h 50min;lunes, 29 de septiembre de 2025;martes, 30 de septiembre de 2025;2025
SV-003197;EQP-0038;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;4/2/2024 21:00;5/2/2024 21:00;1,43;S. López;Reparado;sin_repuestos;40040;0;40040;Taller 1 - Rio Grande;Rio Grande;Tecnico 5;1h 26min;domingo, 4 de febrero de 2024;lunes, 5 de febrero de 2024;2024
SV-003200;EQP-0038;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;31/7/2025 21:00;1/8/2025 21:00;1,71;A. Torres;Reparado;sin_repuestos;47880;0;47880;Taller 1 - Rio Grande;Rio Grande;Tecnico 6;1h 43min;jueves, 31 de julio de 2025;viernes, 1 de agosto de 2025;2025
SV-003520;EQP-0073;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/9/2024 21:00;7/9/2024 21:00;1,35;R. Soto;Reparado;sin_repuestos;37800;0;37800;Obra 4 - Rio Grande;Rio Grande;Tecnico 4;1h 21min;viernes, 6 de septiembre de 2024;sábado, 7 de septiembre de 2024;2024
SV-003628;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/9/2023 21:00;1/10/2023 21:00;1,5;R. Soto;Reparado;sin_repuestos;47040;0;47040;Oficina 3 - Rio Grande;Rio Grande;Tecnico 4;1h 30min;sábado, 30 de septiembre de 2023;domingo, 1 de octubre de 2023;2023
SV-003631;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;29/9/2024 21:00;30/9/2024 21:00;2,13;J. Pérez;Reparado;sin_repuestos;59640;0;59640;Oficina 3 - Rio Grande;Rio Grande;Tecnico 1;2h 8min;domingo, 29 de septiembre de 2024;lunes, 30 de septiembre de 2024;2024
SV-003632;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;23/3/2025 21:00;24/3/2025 21:00;1,32;R. Soto;Reparado;sin_repuestos;36960;0;36960;Oficina 3 - Rio Grande;Rio Grande;Tecnico 4;1h 19min;domingo, 23 de marzo de 2025;lunes, 24 de marzo de 2025;2025
SV-003633;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/6/2025 21:00;26/6/2025 21:00;1,28;S. López;Reparado;sin_repuestos;35840;0;35840;Oficina 3 - Rio Grande;Rio Grande;Tecnico 5;1h 17min;miércoles, 25 de junio de 2025;jueves, 26 de junio de 2025;2025
SV-003975;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;28/9/2022 21:00;29/9/2022 21:00;1,66;A. Torres;Reparado;sin_repuestos;46480;0;46480;Taller 2 - Tolhuin;Tolhuin;Tecnico 6;1h 40min;miércoles, 28 de septiembre de 2022;jueves, 29 de septiembre de 2022;2022
SV-003978;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;23/9/2023 21:00;24/9/2023 21:00;1,5;L. Gómez;Reparado;sin_repuestos;35280;0;35280;Taller 2 - Rio Grande;Rio Grande;Tecnico 2;1h 30min;sábado, 23 de septiembre de 2023;domingo, 24 de septiembre de 2023;2023
SV-003979;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;4/7/2024 21:00;5/7/2024 21:00;1,5;A. Torres;Reparado;sin_repuestos;40320;0;40320;Taller 2 - Ushuaia;Ushuaia;Tecnico 6;1h 30min;jueves, 4 de julio de 2024;viernes, 5 de julio de 2024;2024
SV-003981;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;23/3/2025 21:00;24/3/2025 21:00;1,51;M. Gómez;Reparado;sin_repuestos;42280;0;42280;Taller 2 - Rio Grande;Rio Grande;Tecnico 7;1h 31min;domingo, 23 de marzo de 2025;lunes, 24 de marzo de 2025;2025
SV-004109;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;24/9/2023 21:00;25/9/2023 21:00;1,44;L. Gómez;Reparado;sin_repuestos;40320;0;40320;Taller 3 - Ushuaia;Ushuaia;Tecnico 2;1h 26min;domingo, 24 de septiembre de 2023;lunes, 25 de septiembre de 2023;2023
SV-004111;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;22/9/2024 21:00;23/9/2024 21:00;1,36;J. Pérez;Reparado;sin_repuestos;38080;0;38080;Taller 3 - Tolhuin;Tolhuin;Tecnico 1;1h 22min;domingo, 22 de septiembre de 2024;lunes, 23 de septiembre de 2024;2024
SV-004176;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;26/12/2022 21:00;27/12/2022 21:00;1,44;J. Pérez;Reparado;sin_repuestos;40320;0;40320;Oficina 1 - Ushuaia;Ushuaia;Tecnico 1;1h 26min;lunes, 26 de diciembre de 2022;martes, 27 de diciembre de 2022;2022
SV-004177;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;24/6/2023 21:00;25/6/2023 21:00;1,33;L. Gómez;Reparado;sin_repuestos;37240;0;37240;Oficina 1 - Ushuaia;Ushuaia;Tecnico 2;1h 20min;sábado, 24 de junio de 2023;domingo, 25 de junio de 2023;2023
SV-004181;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/1/2025 21:00;7/1/2025 21:00;1,52;M. Ruiz;Reparado;sin_repuestos;42560;0;42560;Oficina 1 - Ushuaia;Ushuaia;Tecnico 3;1h 31min;lunes, 6 de enero de 2025;martes, 7 de enero de 2025;2025
SV-004182;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/9/2025 21:00;26/9/2025 21:00;1,3;R. Soto;Reparado;sin_repuestos;36400;0;36400;Oficina 1 - Ushuaia;Ushuaia;Tecnico 4;1h 18min;jueves, 25 de septiembre de 2025;viernes, 26 de septiembre de 2025;2025
SV-004236;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3/10/2022 21:00;4/10/2022 21:00;1,25;R. Soto;Reparado;sin_repuestos;35000;0;35000;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 4;1h 15min;lunes, 3 de octubre de 2022;martes, 4 de octubre de 2022;2022
SV-004239;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;29/6/2023 21:00;6/1/2023 21:00;1,3;S. López;Reparado;sin_repuestos;36400;0;36400;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 5;1h 18min;jueves, 29 de junio de 2023;viernes, 6 de enero de 2023;2023
SV-004241;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;1/4/2024 21:00;1/4/2024 21:00;1,8;M. Ruiz;Reparado;sin_repuestos;50400;0;50400;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;1h 48min;lunes, 1 de abril de 2024;lunes, 1 de abril de 2024;2024
SV-004244;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;4/1/2025 21:00;5/1/2025 21:00;1,75;M. Ruiz;Reparado;sin_repuestos;49000;0;49000;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;1h 45min;sábado, 4 de enero de 2025;domingo, 5 de enero de 2025;2025
SV-004246;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;9/1/2025 21:00;9/1/2025 21:00;1,57;R. Soto;Reparado;sin_repuestos;43960;0;43960;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 4;1h 34min;jueves, 9 de enero de 2025;jueves, 9 de enero de 2025;2025
SV-004346;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/7/2022 21:00;7/7/2022 21:00;1,5;M. Ruiz;Reparado;sin_repuestos;38920;0;38920;Planta 4 - Ushuaia;Ushuaia;Tecnico 3;1h 30min;miércoles, 6 de julio de 2022;jueves, 7 de julio de 2022;2022
SV-004355;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;5/1/2025 21:00;6/1/2025 21:00;1,57;S. López;Reparado;sin_repuestos;43960;0;43960;Planta 4 - Ushuaia;Ushuaia;Tecnico 5;1h 34min;domingo, 5 de enero de 2025;lunes, 6 de enero de 2025;2025
SV-004356;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;29/6/2025 21:00;29/6/2025 21:00;1,4;A. Torres;Reparado;sin_repuestos;39200;0;39200;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 24min;domingo, 29 de junio de 2025;domingo, 29 de junio de 2025;2025
SV-004411;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/3/2022 21:00;26/3/2022 21:00;1,5;M. Ruiz;Reparado;sin_repuestos;39480;0;39480;Obra 5 - Rio Grande;Rio Grande;Tecnico 3;1h 30min;viernes, 25 de marzo de 2022;sábado, 26 de marzo de 2022;2022
SV-004419;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;1/7/2025 21:00;2/7/2025 21:00;1,36;A. Torres;Reparado;sin_repuestos;38080;0;38080;Obra 5 - Rio Grande;Rio Grande;Tecnico 6;1h 22min;martes, 1 de julio de 2025;miércoles, 2 de julio de 2025;2025
SV-004480;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3/11/2023 21:00;4/11/2023 21:00;1,64;A. Torres;Reparado;sin_repuestos;45920;0;45920;Oficina 5 - Ushuaia;Ushuaia;Tecnico 6;1h 38min;viernes, 3 de noviembre de 2023;sábado, 4 de noviembre de 2023;2023
SV-004482;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/7/2024 21:00;31/7/2024 21:00;1,42;S. López;Reparado;sin_repuestos;39760;0;39760;Oficina 5 - Ushuaia;Ushuaia;Tecnico 5;1h 25min;martes, 30 de julio de 2024;miércoles, 31 de julio de 2024;2024
SV-004590;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;27/8/2022 21:00;28/8/2022 21:00;1,36;S. López;Reparado;sin_repuestos;38080;0;38080;Deposito 5 - Tolhuin;Tolhuin;Tecnico 5;1h 22min;sábado, 27 de agosto de 2022;domingo, 28 de agosto de 2022;2022
SV-004592;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;23/11/2023 21:00;24/11/2023 21:00;1,39;L. Gómez;Reparado;sin_repuestos;38920;0;38920;Deposito 5 - Tolhuin;Tolhuin;Tecnico 2;1h 23min;jueves, 23 de noviembre de 2023;viernes, 24 de noviembre de 2023;2023
SV-004744;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/1/2024 21:00;26/1/2024 21:00;1,81;M. Ruiz;Reparado;sin_repuestos;50680;0;50680;Oficina 1 - Ushuaia;Ushuaia;Tecnico 3;1h 49min;jueves, 25 de enero de 2024;viernes, 26 de enero de 2024;2024
SV-000051;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;30/11/2022 21:00;1/12/2022 21:00;1,47;R. Soto;Observaciones;sin_repuestos;41160;0;41160;Planta 4 - Rio Grande;Rio Grande;Tecnico 4;1h 28min;miércoles, 30 de noviembre de 2022;jueves, 1 de diciembre de 2022;2022
SV-000084;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;26/2/2025 21:00;27/2/2025 21:00;1,07;L. Gómez;Observaciones;sin_repuestos;29960;0;29960;Planta 4 - Tolhuin;Tolhuin;Tecnico 2;1h 4min;miércoles, 26 de febrero de 2025;jueves, 27 de febrero de 2025;2025
SV-000090;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/2/2024 21:00;24/2/2024 21:00;0,92;M. Ruiz;Observaciones;sin_repuestos;25760;0;25760;Planta 4 - Ushuaia;Ushuaia;Tecnico 3;0h 55min;viernes, 23 de febrero de 2024;sábado, 24 de febrero de 2024;2024
SV-000099;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;27/2/2025 21:00;28/2/2025 21:00;1,04;S. López;Observaciones;sin_repuestos;29120;0;29120;Planta 4 - Ushuaia;Ushuaia;Tecnico 5;1h 2min;jueves, 27 de febrero de 2025;viernes, 28 de febrero de 2025;2025
SV-000170;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;24/9/2024 21:00;25/9/2024 21:00;1,18;R. Soto;Observaciones;sin_repuestos;33040;0;33040;Planta 4 - Tolhuin;Tolhuin;Tecnico 4;1h 11min;martes, 24 de septiembre de 2024;miércoles, 25 de septiembre de 2024;2024
SV-000177;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;25/6/2024 21:00;26/6/2024 21:00;1,44;L. Gómez;Observaciones;sin_repuestos;40320;0;40320;Planta 4 - Rio Grande;Rio Grande;Tecnico 2;1h 26min;martes, 25 de junio de 2024;miércoles, 26 de junio de 2024;2024
SV-000264;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;4/1/2022 21:00;5/1/2022 21:00;0,66;L. Gómez;Observaciones;sin_repuestos;18480;0;18480;Taller 2 - Tolhuin;Tolhuin;Tecnico 2;0h 40min;martes, 4 de enero de 2022;miércoles, 5 de enero de 2022;2022
SV-000266;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/9/2022 21:00;26/9/2022 21:00;0,33;M. Gómez;Observaciones;sin_repuestos;9240;0;9240;Taller 2 - Tolhuin;Tolhuin;Tecnico 7;0h 20min;domingo, 25 de septiembre de 2022;lunes, 26 de septiembre de 2022;2022
SV-000285;EQP-0045;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;25/9/2024 21:00;26/9/2024 21:00;1,69;R. Soto;Observaciones;sin_repuestos;47320;0;47320;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 4;1h 41min;miércoles, 25 de septiembre de 2024;jueves, 26 de septiembre de 2024;2024
SV-000485;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;5/1/2025 21:00;6/1/2025 21:00;1,83;L. Gómez;Observaciones;sin_repuestos;51240;0;51240;Planta 5 - Ushuaia;Ushuaia;Tecnico 2;1h 50min;domingo, 5 de enero de 2025;lunes, 6 de enero de 2025;2025
SV-000507;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;31/12/2024 21:00;31/12/2024 21:00;1,01;M. Gómez;Observaciones;sin_repuestos;28280;0;28280;Planta 5 - Ushuaia;Ushuaia;Tecnico 7;1h 1min;martes, 31 de diciembre de 2024;martes, 31 de diciembre de 2024;2024
SV-000523;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;2/1/2024 21:00;3/1/2024 21:00;1,14;J. Pérez;Observaciones;sin_repuestos;31920;0;31920;Planta 5 - Rio Grande;Rio Grande;Tecnico 1;1h 8min;martes, 2 de enero de 2024;miércoles, 3 de enero de 2024;2024
SV-000545;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;2/1/2023 21:00;3/1/2023 21:00;1,02;R. Soto;Observaciones;sin_repuestos;28560;0;28560;Deposito 4 - Rio Grande;Rio Grande;Tecnico 4;1h 1min;lunes, 2 de enero de 2023;martes, 3 de enero de 2023;2023
SV-000546;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;28/3/2023 21:00;29/3/2023 21:00;1,46;J. Pérez;Observaciones;sin_repuestos;40880;0;40880;Deposito 4 - Ushuaia;Ushuaia;Tecnico 1;1h 28min;martes, 28 de marzo de 2023;miércoles, 29 de marzo de 2023;2023
SV-000557;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;28/6/2022 21:00;29/6/2022 21:00;1,13;M. Ruiz;Observaciones;sin_repuestos;31640;0;31640;Deposito 4 - Tolhuin;Tolhuin;Tecnico 3;1h 8min;martes, 28 de junio de 2022;miércoles, 29 de junio de 2022;2022
SV-000576;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/7/2022 21:00;3/7/2022 21:00;0,35;S. López;Observaciones;sin_repuestos;9800;0;9800;Deposito 4 - Rio Grande;Rio Grande;Tecnico 5;0h 21min;domingo, 3 de julio de 2022;domingo, 3 de julio de 2022;2022
SV-000610;EQP-0058;CLI-008;Cliente 008;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;22/2/2024 21:00;23/2/2024 21:00;1,47;M. Gómez;Observaciones;sin_repuestos;41160;0;41160;Oficina 5 - Ushuaia;Ushuaia;Tecnico 7;1h 28min;jueves, 22 de febrero de 2024;viernes, 23 de febrero de 2024;2024
SV-000614;EQP-0058;CLI-008;Cliente 008;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;6/9/2025 21:00;7/9/2025 21:00;1,58;M. Gómez;Observaciones;sin_repuestos;44240;0;44240;Oficina 5 - Tolhuin;Tolhuin;Tecnico 7;1h 35min;sábado, 6 de septiembre de 2025;domingo, 7 de septiembre de 2025;2025
SV-000634;EQP-0058;CLI-008;Cliente 008;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;26/5/2024 21:00;26/5/2024 21:00;0,44;L. Gómez;Observaciones;sin_repuestos;12320;0;12320;Oficina 5 - Ushuaia;Ushuaia;Tecnico 2;0h 26min;domingo, 26 de mayo de 2024;domingo, 26 de mayo de 2024;2024
SV-000636;EQP-0058;CLI-008;Cliente 008;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;6/6/2025 21:00;6/6/2025 21:00;0,28;R. Soto;Observaciones;sin_repuestos;7840;0;78400;Oficina 5 - Rio Grande;Rio Grande;Tecnico 4;0h 17min;viernes, 6 de junio de 2025;viernes, 6 de junio de 2025;2025
SV-000639;EQP-0058;CLI-008;Cliente 008;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;27/2/2024 21:00;28/2/2024 21:00;0,96;L. Gómez;Observaciones;sin_repuestos;26880;0;26880;Oficina 5 - Rio Grande;Rio Grande;Tecnico 2;0h 58min;martes, 27 de febrero de 2024;miércoles, 28 de febrero de 2024;2024
