servicio_id,inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,plan_id,actividad,fecha_inicio,fecha_fin,horas_servicio,tecnico,resultado,repuestos_usados,costo_manodeobra_ars,costo_repuestos_ars,costo_total_ars,ubicacion
SV-001915,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,01/03/2025,01/04/2025,"0,64",R. Soto,Observaciones,filtro_combustible:10138,14080,10138,24218,Planta 4 - Río Grande
SV-001916,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,03/04/2025,03/05/2025,"0,26",M. Ruiz,OK,filtro_combustible:12830,5720,12830,18550,Planta 4 - Tolhuin
SV-001917,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,05/05/2025,05/06/2025,"0,43",M. Gómez,OK,filtro_combustible:9466,9460,9466,18926,Planta 4 - Tolhuin
SV-001918,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,31/05/2025,06/01/2025,"0,54",J. Pérez,OK,filtro_combustible:11090,11880,11090,22970,Planta 4 - Tolhuin
SV-001919,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,07/02/2025,07/03/2025,"0,6",L. Gómez,Reparado,filtro_combustible:16725,13200,16725,29925,Planta 4 - Río Grande
SV-001920,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,08/07/2025,08/08/2025,"0,61",M. Gómez,OK,filtro_combustible:12386,13420,12386,25806,Planta 4 - Río Grande
SV-001921,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,28/08/2025,29/08/2025,"0,41",J. Pérez,Reparado,filtro_combustible:17428,9020,17428,26448,Planta 4 - Ushuaia
SV-001922,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-001,Limpieza de filtros de agua y combustible,29/09/2025,30/09/2025,"0,38",M. Ruiz,OK,filtro_combustible:15773,8360,15773,24133,Planta 4 - Ushuaia
SV-001923,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-002,Cambio de aceite de bomba,28/07/2023,29/07/2023,"1,25",L. Gómez,OK,aceite:17643; filtro_aceite:14184,27500,31827,59327,Planta 4 - Río Grande
SV-001924,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-002,Cambio de aceite de bomba,28/07/2024,29/07/2024,"1,03",L. Gómez,OK,aceite:16326; filtro_aceite:17117,22660,33443,56103,Planta 4 - Río Grande
SV-001925,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-002,Cambio de aceite de bomba,08/03/2025,08/04/2025,"0,96",M. Gómez,Reparado,aceite:25072; filtro_aceite:15552,21120,40624,61744,Planta 4 - Tolhuin
SV-001926,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,08/02/2023,08/03/2023,"1,5",R. Soto,Observaciones,sin_repuestos,26180,0,26180,Planta 4 - Tolhuin
SV-001927,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,27/10/2023,28/10/2023,"0,99",M. Ruiz,OK,sin_repuestos,21780,0,21780,Planta 4 - Tolhuin
SV-001928,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,29/01/2024,30/01/2024,1,M. Ruiz,Observaciones,sin_repuestos,22000,0,22000,Planta 4 - Río Grande
SV-001929,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,11/02/2024,11/03/2024,"1,17",L. Gómez,Reparado,sin_repuestos,25740,0,25740,Planta 4 - Ushuaia
SV-001930,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,29/04/2025,30/04/2025,"1,12",R. Soto,OK,sin_repuestos,24640,0,24640,Planta 4 - Ushuaia
SV-001931,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-003,Revisión del sistema de seguridad y válvula de rebose,08/03/2025,08/03/2025,"0,86",M. Gómez,Reparado,sin_repuestos,18920,0,18920,Planta 4 - Ushuaia
SV-001932,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,08/02/2023,08/03/2023,"0,52",S. López,OK,mangueras:11675,11440,11675,23115,Planta 4 - Tolhuin
SV-001933,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,27/09/2023,28/09/2023,"0,54",L. Gómez,OK,mangueras:16517,11880,16517,28397,Planta 4 - Ushuaia
SV-001934,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,11/03/2023,11/04/2023,"0,35",R. Soto,OK,mangueras:7469,7700,7469,15169,Planta 4 - Ushuaia
SV-001935,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,31/12/2023,01/01/2024,"0,35",S. López,OK,mangueras:9196,7700,9196,16896,Planta 4 - Ushuaia
SV-001936,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,24/01/2024,24/01/2024,"0,45",A. Torres,OK,mangueras:17830,9900,17830,27730,Planta 4 - Río Grande
SV-001937,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,03/05/2024,03/06/2024,"0,43",J. Pérez,OK,mangueras:12999,9460,12999,22459,Planta 4 - Tolhuin
SV-001938,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,26/03/2024,27/03/2024,"0,37",L. Gómez,Reparado,mangueras:7064,8140,7064,15204,Planta 4 - Tolhuin
SV-001939,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,07/01/2024,07/02/2024,"0,56",L. Gómez,OK,mangueras:14034,12320,14034,26354,Planta 4 - Ushuaia
SV-001940,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,08/01/2024,08/02/2024,"0,45",M. Gómez,Observaciones,mangueras:13092,9900,13092,22992,Planta 4 - Ushuaia
SV-001941,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,24/08/2024,25/08/2024,"0,39",A. Torres,OK,sin_repuestos,8580,19022,27602,Planta 4 - Tolhuin
SV-001942,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,29/09/2024,30/09/2024,"0,67",R. Soto,OK,mangueras:18883,14740,18883,33623,Planta 4 - Ushuaia
SV-001943,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,11/06/2024,11/07/2024,"0,42",L. Gómez,OK,mangueras:18562,9240,18562,27802,Planta 4 - Tolhuin
SV-001944,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,28/12/2024,29/12/2024,"0,55",R. Soto,OK,mangueras:15406,12100,15406,27506,Planta 4 - Tolhuin
SV-001945,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,26/01/2025,26/01/2025,"0,25",R. Soto,Reparado,mangueras:11762,5500,11762,17262,Planta 4 - Tolhuin
SV-001946,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,03/06/2025,03/07/2025,"0,33",J. Pérez,OK,mangueras:7725,7260,7725,14985,Planta 4 - Río Grande
SV-001947,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,04/07/2025,04/08/2025,"0,61",M. Gómez,Reparado,mangueras:8068,13420,8068,21488,Planta 4 - Río Grande
SV-001948,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,05/05/2025,05/06/2025,"0,25",R. Soto,OK,sin_repuestos,5500,10502,16002,Planta 4 - Ushuaia
SV-001949,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-004,Limpieza de mangueras y boquillas,09/06/2025,09/07/2025,"0,59",S. López,Observaciones,sin_repuestos,1298,10869,23849,Planta 4 - Ushuaia
SV-001950,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-005,Sustitución de filtro de detergente,27/07/2023,27/07/2023,"0,33",M. Ruiz,OK,sin_repuestos,7260,0,7260,Planta 4 - Tolhuin
SV-001951,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-005,Sustitución de filtro de detergente,26/01/2024,27/01/2024,"0,6",S. López,OK,sin_repuestos,13200,0,13200,Planta 4 - Tolhuin
SV-001952,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-005,Sustitución de filtro de detergente,26/07/2024,27/07/2024,"0,47",A. Torres,OK,sin_repuestos,10340,0,10340,Planta 4 - Ushuaia
SV-001953,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-005,Sustitución de filtro de detergente,31/07/2025,08/01/2025,"0,27",M. Ruiz,OK,sin_repuestos,5940,0,5940,Planta 4 - Ushuaia
SV-001954,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-006,Limpieza del sistema de calefacción,28/07/2023,29/07/2023,"0,96",R. Soto,OK,sin_repuestos,21120,0,21120,Planta 4 - Ushuaia
SV-001955,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-007,Revisión del sistema eléctrico y termostato,08/01/2023,08/02/2023,"1,5",R. Soto,OK,sin_repuestos,17820,0,17820,Planta 4 - Tolhuin
SV-001956,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-007,Revisión del sistema eléctrico y termostato,31/07/2024,08/01/2024,"0,98",A. Torres,Reparado,sin_repuestos,21560,0,21560,Planta 4 - Tolhuin
SV-001957,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-008,Cambio de filtro fino de bomba,08/07/2023,08/07/2023,"0,44",M. Gómez,Reparado,sin_repuestos,9680,0,9680,Planta 4 - Ushuaia
SV-001958,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-008,Cambio de filtro fino de bomba,02/01/2024,02/02/2024,"0,77",L. Gómez,Reparado,sin_repuestos,16940,0,16940,Planta 4 - Tolhuin
SV-001959,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-008,Cambio de filtro fino de bomba,08/05/2024,08/06/2024,"0,61",J. Pérez,Observaciones,sin_repuestos,13420,0,13420,Planta 4 - Tolhuin
SV-001960,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-008,Cambio de filtro fino de bomba,29/01/2025,30/01/2025,"0,67",R. Soto,Reparado,sin_repuestos,14740,0,14740,Planta 4 - Tolhuin
SV-001961,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-008,Cambio de filtro fino de bomba,08/05/2025,08/06/2025,"1,07",M. Gómez,Reparado,sin_repuestos,23540,0,23540,Planta 4 - Río Grande
SV-001962,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-009,Revisión del quemador y válvula de seguridad,08/06/2024,08/07/2024,"0,88",J. Pérez,OK,sin_repuestos,19360,0,19360,Planta 4 - Ushuaia
SV-001963,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-009,Revisión del quemador y válvula de seguridad,02/04/2025,02/05/2025,"1,5",S. López,OK,sin_repuestos,22660,0,22660,Planta 4 - Río Grande
SV-001964,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-009,Revisión del quemador y válvula de seguridad,08/02/2025,08/03/2025,"1,5",L. Gómez,Reparado,sin_repuestos,26400,0,26400,Planta 4 - Tolhuin
SV-001965,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-010,Limpieza de tanque de detergente y prueba general,29/07/2023,30/07/2023,"1,5",J. Pérez,Observaciones,sin_repuestos,14300,0,14300,Planta 4 - Tolhuin
SV-001966,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-010,Limpieza de tanque de detergente y prueba general,25/07/2024,26/07/2024,"0,77",M. Ruiz,OK,sin_repuestos,16940,0,16940,Planta 4 - Ushuaia
SV-001967,EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,KH-010,Limpieza de tanque de detergente y prueba general,29/07/2025,30/07/2025,"0,76",J. Pérez,OK,sin_repuestos,16720,0,16720,Planta 4 - Río Grande
SV-001968,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-001,Cambio de aceite y filtro,01/07/2022,01/08/2022,"1,41",R. Soto,OK,aceite:33971; filtro_aceite:9531,42300,43502,85802,Obra 3 - Tolhuin
SV-001969,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-001,Cambio de aceite y filtro,29/06/2022,30/06/2022,"1,52",L. Gómez,OK,aceite:17126; filtro_aceite:10369,45600,27495,73095,Obra 3 - Tolhuin
SV-001970,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-001,Cambio de aceite y filtro,28/12/2023,28/12/2023,"1,61",R. Soto,OK,aceite:18533; filtro_aceite:12862,48300,31395,79695,Obra 3 - Río Grande
SV-001971,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-001,Cambio de aceite y filtro,28/06/2025,29/06/2025,"1,17",R. Soto,OK,aceite:19930; filtro_aceite:15330,35100,35260,70360,Obra 3 - Tolhuin
SV-001972,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-002,Limpieza o reemplazo de filtro de aire,31/12/2021,01/01/2022,"1,5",S. López,OK,filtro_aire:20694,22500,20694,43194,Obra 3 - Ushuaia
SV-001973,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-002,Limpieza o reemplazo de filtro de aire,27/12/2022,28/12/2022,"0,48",M. Gómez,OK,filtro_aire:12750,14400,12750,27150,Obra 3 - Ushuaia
SV-001974,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-003,Revisión de bujías y electrodos,25/12/2021,26/12/2021,"1,18",J. Pérez,OK,bujias:12593,35400,12593,47993,Obra 3 - Tolhuin
SV-001975,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-003,Revisión de bujías y electrodos,24/12/2022,25/12/2022,"1,05",L. Gómez,OK,sin_repuestos,31500,15628,47128,Obra 3 - Ushuaia
SV-001976,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-003,Revisión de bujías y electrodos,26/12/2023,27/12/2023,"0,88",M. Ruiz,OK,bujias:14888,26400,14888,41288,Obra 3 - Ushuaia
SV-001977,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-003,Revisión de bujías y electrodos,01/01/2025,01/02/2025,"1,05",A. Torres,OK,bujias:15105,31500,15105,46605,Obra 3 - Ushuaia
SV-001978,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,07/04/2022,07/05/2022,"0,48",L. Gómez,Reparado,sin_repuestos,14400,0,14400,Obra 3 - Ushuaia
SV-001979,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,10/02/2022,10/03/2022,"0,72",L. Gómez,OK,sin_repuestos,21600,0,21600,Obra 3 - Río Grande
SV-001980,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,01/01/2023,01/02/2023,"0,41",L. Gómez,OK,sin_repuestos,12300,0,12300,Obra 3 - Río Grande
SV-001981,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,04/05/2024,04/06/2024,"1,5",S. López,OK,sin_repuestos,18900,0,18900,Obra 3 - Ushuaia
SV-001982,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,30/06/2024,01/07/2024,"0,49",M. Gómez,OK,sin_repuestos,14700,0,14700,Obra 3 - Río Grande
SV-001983,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,10/02/2024,10/03/2024,"0,65",R. Soto,OK,sin_repuestos,19500,0,19500,Obra 3 - Tolhuin
SV-001984,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,27/12/2024,28/12/2024,"0,47",L. Gómez,OK,sin_repuestos,14100,0,14100,Obra 3 - Río Grande
SV-001985,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,28/06/2025,29/06/2025,"0,53",S. López,Reparado,sin_repuestos,15900,0,15900,Obra 3 - Ushuaia
SV-001986,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-004,Comprobación de batería y cargador,28/09/2025,28/09/2025,"1,5",M. Gómez,OK,sin_repuestos,18600,0,18600,Obra 3 - Ushuaia
SV-001987,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-005,Verificación de válvulas y ajuste de luz,26/12/2023,27/12/2023,"1,54",J. Pérez,OK,sin_repuestos,46200,0,46200,Obra 3 - Ushuaia
SV-001988,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,31/12/2021,01/01/2022,"0,94",J. Pérez,OK,sin_repuestos,28200,0,28200,Obra 3 - Tolhuin
SV-001989,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,04/01/2022,04/02/2022,"0,57",L. Gómez,Observaciones,sin_repuestos,17100,0,17100,Obra 3 - Ushuaia
SV-001990,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,24/06/2022,25/06/2022,"0,7",R. Soto,Reparado,sin_repuestos,21000,0,21000,Obra 3 - Río Grande
SV-001991,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,23/09/2022,24/09/2022,"0,74",J. Pérez,Reparado,sin_repuestos,22200,0,22200,Obra 3 - Río Grande
SV-001992,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,29/12/2022,30/12/2022,"0,7",R. Soto,Reparado,sin_repuestos,21000,0,21000,Obra 3 - Tolhuin
SV-001993,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,24/03/2023,25/03/2023,"0,78",S. López,OK,sin_repuestos,23400,0,23400,Obra 3 - Tolhuin
SV-001994,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,07/02/2023,07/03/2023,"0,61",M. Ruiz,OK,sin_repuestos,18300,0,18300,Obra 3 - Tolhuin
SV-001995,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,25/09/2023,26/09/2023,"1,5",M. Ruiz,OK,sin_repuestos,23400,0,23400,Obra 3 - Ushuaia
SV-001996,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,01/01/2024,01/02/2024,"0,71",J. Pérez,OK,sin_repuestos,21300,0,21300,Obra 3 - Tolhuin
SV-001997,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,29/03/2024,30/03/2024,"1,5",A. Torres,Reparado,sin_repuestos,26700,0,26700,Obra 3 - Tolhuin
SV-001998,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,23/06/2024,24/06/2024,"0,57",A. Torres,OK,sin_repuestos,17100,0,17100,Obra 3 - Ushuaia
SV-001999,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,01/04/2025,01/05/2025,"0,54",M. Ruiz,OK,sin_repuestos,16200,0,16200,Obra 3 - Tolhuin
SV-002000,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-006,Prueba de carga en modo manual,23/06/2025,24/06/2025,"0,72",M. Gómez,Reparado,sin_repuestos,21600,0,21600,Obra 3 - Tolhuin
SV-002001,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-007,Limpieza de compartimiento y protección anticorrosión,29/12/2021,30/12/2021,"0,43",M. Ruiz,OK,sin_repuestos,12900,0,12900,Obra 3 - Río Grande
SV-002002,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-007,Limpieza de compartimiento y protección anticorrosión,01/06/2023,01/07/2023,"0,88",S. López,OK,sin_repuestos,26400,0,26400,Obra 3 - Ushuaia
SV-002003,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-007,Limpieza de compartimiento y protección anticorrosión,30/12/2023,30/12/2023,"1,5",M. Gómez,OK,sin_repuestos,21300,0,21300,Obra 3 - Ushuaia
SV-002004,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-007,Limpieza de compartimiento y protección anticorrosión,31/12/2024,01/01/2025,"0,56",A. Torres,OK,sin_repuestos,16800,0,16800,Obra 3 - Tolhuin
SV-002005,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,28/12/2021,28/12/2021,"0,49",M. Ruiz,Reparado,sin_repuestos,14700,0,14700,Obra 3 - Tolhuin
SV-002006,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,24/06/2022,25/06/2022,"0,42",M. Ruiz,OK,sin_repuestos,12600,0,12600,Obra 3 - Tolhuin
SV-002007,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,28/12/2022,29/12/2022,"0,53",A. Torres,Reparado,sin_repuestos,15900,0,15900,Obra 3 - Río Grande
SV-002008,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,28/12/2023,29/12/2023,"0,66",J. Pérez,OK,sin_repuestos,19800,0,19800,Obra 3 - Tolhuin
SV-002009,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,07/04/2024,07/05/2024,"0,46",J. Pérez,Reparado,sin_repuestos,13800,0,13800,Obra 3 - Tolhuin
SV-002010,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,26/12/2024,27/12/2024,"0,33",J. Pérez,OK,sin_repuestos,9900,0,9900,Obra 3 - Tolhuin
SV-002011,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-008,Verificación de sistema de arranque automático,25/06/2025,26/06/2025,"0,48",M. Ruiz,OK,sin_repuestos,14400,0,14400,Obra 3 - Tolhuin
SV-002012,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,01/02/2022,01/03/2022,"0,92",A. Torres,OK,sin_repuestos,27600,0,27600,Obra 3 - Río Grande
SV-002013,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,24/12/2023,25/12/2023,"0,91",A. Torres,Reparado,sin_repuestos,27300,0,27300,Obra 3 - Tolhuin
SV-002014,EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),GG-009,Ensayo general y actualización de firmware,29/12/2024,30/12/2024,"0,81",M. Ruiz,Reparado,sin_repuestos,24300,0,24300,Obra 3 - Ushuaia
